recipe_id,title,date,desc,rating,calories,sodium,fat,protein
9019,Mexican White Rice ,2007-08-13T15:22:30.000Z,"Though this rice mainly functions to sop up the meat's red sauce, a quick sauté with garlic and onion and the use of chicken broth as well as water means it can hold its own.",3.75,362,76,6,6
9020,Seitan and Polenta Skillet with Fresh Greens ,2011-11-09T04:00:00.000Z,"Caravan of Dreams is one of the restaurants where my family likes to eat when we're in New York City. It's a funky, comfortable place in the East Village, with food that's hearty and innovative (and all vegan). Once, my younger son ordered the Green Garden Platter, described as ""seasonal mixed greens sautéed with grilled marinated seitan, garlic, and olive oil, topped with grilled carrot polenta in mushroom gravy."" I was intrigued by the combination of seitan and polenta, so when I got home, I made my own version, which bears little resemblance to the restaurant's. There's something enticing about seitan/polenta synergy, and with the addition of greens, the result is a great-looking, hearty dish.",4.375,NA,NA,NA,NA
9021,Pasta with Uncooked Tomato and Olive Sauce ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,NA,NA,NA,NA
9022,Almond Cake with Roasted Pineapple and Vanilla Cream ,2005-01-01T04:00:00.000Z,TREND: Roasted fruit,3.75,506,204,20,7
9023,Biarritz Rochers ,2014-03-17T04:00:00.000Z,NA,0,61,4,4,2
9024,Tuna and Potato Kebabs with Basque Tomato Sauce ,2004-08-20T04:00:00.000Z,"Tuna, which is hearty enough to stand up to strong Spanish flavors, is particularly popular on the Iberian Peninsula. Dusted with paprika and served atop a sauce of tomatoes with bell peppers and ham, the kebabs make outstanding summertime eating. Pour a Spanish Rioja throughout, and present a caramel flan with berries to finish.",4.375,NA,NA,NA,NA
9025,Nuoc Cham Dipping Sauce ,2006-06-01T04:00:00.000Z,"Pleasantly pungent with a touch of heat, this classic spring roll sauce also works well with the chicken satés.",4.375,52,2789,0,2
9026,"Butternut Squash, Kale, and Crunchy Pepitas Taco ",2014-08-27T04:00:00.000Z,"Drummed up by our intrepid recipe tester Lauren Godfrey, this nontraditional taco, sweet with squash, earthy and nutty with kale, and crunchy with fried pumpkin seeds (pepitas), is—shhhhh—vegan. Don't tell anyone, but because it is so tasty, no one will care. The cashew crema can be replaced by store-bought crema or our Cumin-lime crema, but after polling both vegetarian and carnivorous friends, everyone preferred the nutty and rich nondairy cashew version (which must be made with raw cashews to work). To prepare the butternut squash, use a sharp peeler to remove the tough skin before slicing it in half and scooping out the seeds and fibers. Lazy cook's tip: Some markets sell butternut squash already peeled and seeded and ready to go.",5,124,695,9,4
9027,Orange Cardamom Cookies ,2007-11-15T18:37:36.000Z,"Want to shake up your cookie platter? Simply make a notch in two of these lightly spiced sugar cookies, then interlock them to create an edible sculpture that also makes a beautiful tree ornament.",4.375,251,170,14,3
9028,Almond Aioli ,2016-10-21T20:12:46.849Z,"Blanched almonds go into a blender with water and oil and come out as a luscious aioli. Because the nuts aren't toasted, the sauce doesn't actually taste very nutty. It's more decadent than yogurt, more subtle than mayo.",0,93,119,10,1
9029,Mushroom Caesar Salad ,2004-08-20T04:00:00.000Z,NA,4.375,572,681,49,13
9030,Mulled Wine II ,2004-08-20T20:58:12.000Z,NA,0,117,0,0,0
9031,Crispy Garlic Chips ,2009-08-06T04:00:00.000Z,"The French have a saying, ""You must watch what you're cooking like milk on the stove,"" referring, of course, to the fact that milk can boil over in a flash. Case in point: Garlic chips are sweet and nutty when cooked just right, but let them go just a little too long, and they become burnt and acrid.",3.125,482,2,54,0
9032,Split Pea Soup with Sausage and Potato ,2006-09-19T19:49:18.000Z,"Shari Ledwidge of Greenehaven, Arizona, writes: ""My husband and I spend several weeks each year traveling around the United States. Our journeys always take us to wonderful food stands and farmers' markets, which have inspired some of my favorite recipes.""",4.375,582,716,23,35
9033,Clams Casino With Bacon and Bell Pepper ,2016-10-03T13:32:00.000Z,"A vinegary red bell pepper mixture cuts through the richness of the bacon for a bite that's salty, smoky, and sweet.",2.5,227,23061,15,12
9034,Chicken and Dumplings with Mushrooms ,2014-01-06T04:00:00.000Z,"Our favorite Dutch oven is heavy-duty, big enough for any stew, and handsome enough to put on the table.",4.375,666,807,40,44
9035,"Oysters Rockefeller ""Deconstructed"" ",2006-12-21T20:06:37.000Z,"This recipe was created by chefs Slade Rushing and Allison Vines-Rushing of the Longbranch in Abita Springs, Louisiana. It's part of a special menu they created for Epicurious's Wine.Dine.Donate program.",3.75,867,1620,82,23
9036,Corn and Oyster Bisque ,2004-08-20T04:00:00.000Z,NA,3.75,NA,NA,NA,NA
9037,Raspberry Sundaes with Chocolate Sauce and Roasted Almonds ,2014-08-12T04:00:00.000Z,NA,0,543,97,24,5
9038,Pesto Pizza with Crabmeat and Artichoke Hearts ,2004-08-20T04:00:00.000Z,NA,4.375,881,2050,64,34
9039,Mulled Apple Cider with Orange and Ginger ,2004-08-20T04:00:00.000Z,NA,4.375,251,22,1,1
9040,Udon Noodle Salad ,2009-03-13T04:00:00.000Z,Forget deep-fried noodles: Miso dressing gives this hearty vegetable meal flavor minus the saturated fat.,3.75,NA,NA,NA,NA
9041,Bulldog I ,2004-08-20T20:58:12.000Z,NA,0,180,1,0,0
9042,Stilton Walnut Tarts ,2004-08-20T04:00:00.000Z,NA,3.75,44,82,4,2
9043,Grilled Eggplant Stacks with Tomato and Feta ,2005-07-19T18:54:14.000Z,Tapered eggplants and a mix of large and medium tomatoes will give your stacks a more graceful appearance.,4.375,247,137,21,4
9044,Spoon Bread with Sour Cream and Cheese ,2004-08-20T04:00:00.000Z,NA,2.5,564,1037,35,20
9045,Spiced Cider Cup ,2004-08-20T04:00:00.000Z,NA,4.375,117,11,0,0
9046,Vietnamese Sticky Chicken with Daikon and Carrot Pickle ,2005-03-01T04:00:00.000Z,The chicken and pickled vegetables are meant to be wrapped up in lettuce leaves and eaten with your hands.,4.375,458,1299,21,37
9047,Roasted Garlic-Balsamic Steak Sauce ,2007-06-27T21:26:45.000Z,"A sweet substitute for traditional steak sauce. Try it on a rib eye, use it to marinate flank steak, or mix it into ground beef for burgers.",3.75,102,43,0,1
9048,Potato Cheddar Rolls ,2004-08-20T04:00:00.000Z,NA,3.75,232,396,9,9
9049,Green Bean and Tomato Salad with Buttermilk Dressing ,2014-08-19T04:00:00.000Z,David Chang's buttermilk dressing is our kind of ranch. Use the freshest beans possible: You want that tender snap.,0,139,59,7,4
9050,Plain Genoise ,2009-04-29T04:00:00.000Z,"This rich, delicate cake forms the basis for many filled, frosted, and glazed cakes. A good plain gênoise is hard to beat—it has an elegance that derives from its simplicity, and I even like them unadorned. Many recipes for gênoise add butter as an enrichment. Unfortunately, sometimes the extra manipulation the incorporation of the butter necessitates causes these light batters to fall. So I prefer to add a few extra egg yolks instead—they not only help enrich the cake, they also provide greater stability to the foam, ultimately making the batter easier to prepare.",5,NA,NA,NA,NA
9051,Moroccan Lamb and Eggplant Matzo Pie with Spicy Tomato Sauce ,2004-08-20T04:00:00.000Z,NA,4.375,393,914,21,19
9052,Gratineed Gnocchi with Spinach and Ricotta ,2006-05-01T04:00:00.000Z,Bubbling cheeses and tender spinach elevate store-bought gnocchi (look for it in the dried-pasta section).,3.75,338,731,14,14
9053,Chicken Stock ,2004-08-20T04:00:00.000Z,NA,1.875,38,70,3,3
9054,Minted Mai Tai ,2004-08-20T20:58:12.000Z,"The mai tai was invented in 1944 at the original Trader Vic's restaurant in Oakland, California. There are many variations of the drink, including this mint-accented version. Look for almond syrup in the coffee-and-tea section of the supermarket.",5,281,9,0,1
9055,Peanut Butter Pie ,2004-08-20T04:00:00.000Z,NA,4.375,1648,1566,103,37
9056,Pan-Fried Steaks with Shallot-Gorgonzola Butter ,2004-08-20T04:00:00.000Z,NA,4.375,841,253,71,50
9057,Sun-Dried Tomato and Olive Breads ,2004-08-20T04:00:00.000Z,NA,3.125,920,1611,52,26
9058,Lamb Moussaka with Currants ,2004-08-20T04:00:00.000Z,"This eggplant and lamb casserole, a taverna staple, is known the world over as the Greek national dish. In this lightened version, it's topped with yogurt rather than the customary béchamel sauce. (Moussaka is often made with beef instead of lamb.)",4.375,593,841,37,24
9059,Dinner Rolls Six Ways ,2016-11-23T20:30:00.000Z,"One simple master recipe, based on a classic French pain de mie, proves endlessly changeable—feel free to think of the five suggestions that accompany it here as merely a start, and let your imagination take it from there.",5,122,243,5,2
9060,Steamed Scrod Fillets Chinese Style ,2004-08-20T04:00:00.000Z,NA,5,223,679,8,32
9061,Scallops and Haricots Verts with Creamy Bacon Vinaigrette ,2004-08-20T04:00:00.000Z,Serve with: Unoaked California Chardonnay • wild rice with spring herbs • watercress with orange juice vinaigrette • lemon curd tart with strawberry sauce,4.375,305,816,18,24
9062,Caesar Salad ,2005-12-27T04:00:00.000Z,"We've run recipes for this classic salad in various incarnations every few years as far back as the 1940s — with and without raw egg, with and without anchovies, changing up the cheese and even mixing in pasta or shellfish. This version is simply the best.",3.125,378,357,35,7
9063,Chicken Stock ,2004-08-20T04:00:00.000Z,NA,4.375,38,70,3,3
9064,Cooper's Union Cocktail ,2009-08-20T04:00:00.000Z,"Coming right up: an elegant concoction designed for warm-weather happy hour. It's pale pink in color, floral but not too sweet, and completely refreshing.",5,260,18,0,0
9065,Grape Leaves Stuffed with Rice and Raisins ,2004-08-20T04:00:00.000Z,NA,2.5,69,2,2,1
9066,Asparagus Flans ,2004-08-20T04:00:00.000Z,NA,4.375,165,284,13,8
9067,Rustic Pear Tart with Late-Harvest Riesling ,2004-08-20T04:00:00.000Z,"The rich, fruity sweetness of a late-harvest Riesling (added to a syrup that is drizzled over the free-form tart) beautifully complements the natural sugars in roasted pears.",3.75,457,202,20,4
9068,Chilled Cream of Zucchini Soup with Mussels and Fresh Mint ,2004-08-20T04:00:00.000Z,(Crème Froide de Courgettes et Moules à la Menthe Fraîche),4.375,422,746,21,27
9069,Potato-Parsnip Salad with Aquavit Dressing ,2004-08-20T04:00:00.000Z,NA,0,571,293,34,5
9070,Denver French Toast ,2004-08-20T04:00:00.000Z,"The ingredients of the traditional Denver omelet top savory French toast. Alongside, offer sliced tomatoes with balsamic or red wine vinegar and crumbled marjoram. End with oatmeal cookies and oranges.",3.125,835,1270,46,48
9071,Watermelon Salsa ,2004-08-20T04:00:00.000Z,NA,4.375,63,11,0,1
9072,Herbed Bread Stuffing ,2004-08-20T04:00:00.000Z,NA,4.375,233,295,11,6
9073,Granny Smith Apple Cider Vinaigrette ,2012-10-17T04:00:00.000Z,Our Granny Smith Apple Cider Vinaigrette is enlivened with fresh apple and a squeeze of lime juice.,3.125,NA,NA,NA,NA
9074,Chipotle Sauce ,2004-08-20T04:00:00.000Z,NA,3.125,70,23,2,3
9075,Mint Whipped Cream ,2004-08-20T04:00:00.000Z,This recipe originally accompanied Chocolate Mint Layer Cake .,4.375,323,28,34,3
9076,Baba ,2004-08-20T04:00:00.000Z,NA,2.5,887,140,26,7
9077,Tagine Bil Kok ,2004-08-20T04:00:00.000Z,"The Centre de Formation en Restauration Traditionnelle, a government-sponsored cooking school in Rabat, is dedicated to preserving the art of traditional Moroccan gastronomy. The students, all young women, will go on to staff Morocco's embassies and consulates around the world. This classic tagine recipe, given to me by the Centre's former director, Monsieur Tamer, is part of the school's delectable curriculum.",4.375,737,1187,42,46
9078,Baked Camembert with Thyme & Garlic ,2011-04-25T04:00:00.000Z,"This recipe is a favorite of mine on a cold winter's night as it always reminds me of times with friends when we would ski and snowboard all day then sit by a log fire and eat and drink all night. If you don't have maple syrup on hand, use a spoonful of honey instead.",3.75,NA,NA,NA,NA
9079,Dark Moon ,2013-09-12T04:00:00.000Z,"Sorenson uses locally made House Spirits coffee liqueur, made with Stumptown beans, in this cold-brew cocktail. It's delicious, but hard to find outside of Oregon. In its place, use any other coffee liqueur.",0,133,7,3,0
9080,Crab Cakes with Creamy Caper Sauce ,2004-08-20T04:00:00.000Z,"""Last summer I attended an event at the Three Clock Inn in South Londonderry, Vermont. The chef prepared a lovely luncheon, and it included delicious crab cakes,"" Bill Brett of Bondville, Vermont. ""When I went home, I came up with my own version.""",3.75,549,887,44,15
9081,"Sausage, Leek and Currant Stuffing ",2004-08-20T04:00:00.000Z,NA,4.375,385,571,12,18
9082,Cheeseburgers with Charred Green Chiles and Onions ,2004-08-20T04:00:00.000Z,Ground turkey would make a fine substitute for beef in these Southwest-style burgers (grill until cooked through).,4.375,567,1118,30,42
9083,"Lamb and White Bean Stew with Spinach, Parsley, and Dill ",2004-08-20T04:00:00.000Z,"This unusual Iranian stew is served hot at the table from the casserole in which it has been cooked. The lid is lifted, and the delicious aromas of rich tender lamb, fresh herbs, spinach and beans fill the room. Serve with rice or orzo.",2.5,1030,1623,93,22
9084,Capucine ,2004-08-20T20:58:12.000Z,"A coffee drink served at Jause, the Viennese take on afternoon tea.",5,187,26,9,1
9085,Spinach Puff Pastry Quiche ,2004-08-20T04:00:00.000Z,NA,4.375,396,455,29,13
9086,Chestnut Stuffing ,2004-08-20T04:00:00.000Z,NA,4.375,281,195,11,5
9087,Crown Roast of Pork with Apple Stuffing ,2004-08-20T04:00:00.000Z,NA,4.375,2164,1480,163,103
9088,"Shrimp with Lemon, Tarragon, Green Beans, and Peas ",2004-08-20T04:00:00.000Z,NA,3.75,416,105,35,8
9089,Pork Chops with Spicy Citrus Marinade ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,3.125,662,196,53,36
9090,Sweet and Sour Pork ,2013-07-02T04:00:00.000Z,"Sweet and sour are two of the five flavors of classical Chinese cooking (along with salty, pungent, and bitter), and go lo yuk, as the dish is called, is a favorite way to prepare pork in Cantonese cooking. The recipe here has a lighter sauce more akin to the Cantonese version than the overly sweet goopiness of bad takeout versions, but it also has the crispy boneless pork that any lover of this dish will recognize. I prefer fresh pineapple, but if you like your dish sweeter, use canned pineapple and reserve some of the juice from the can to add to the sauce in place of fresh pineapple juice.",3.125,661,430,47,29
9091,Sesame-and-Soy Watermelon Poké ,2016-07-01T16:06:00.000Z,Marinating and searing the watermelon concentrates its flavor and primes it for this savory treatment.,5,201,452,12,3
9092,Coconut Rice ,2011-12-09T04:00:00.000Z,"If you can only find regular coconut milk, buy 2 cans and use the thick cream that's floating at the top. The coconut cream will caramelize during cooking, leaving sweet brown flecks in the rice.",4.375,369,323,14,6
9093,Bacon Jalapeño Popcorn ,2016-11-01T17:12:00.000Z,"I love the old-school sound of corn popping on the stovetop. I remember the very first time Ryder heard it—we were up at the cabin and he walked in to investigate what the heck was making all the noise. His eyes got as big as saucers when I showed him what was going on in the pot. There’s nothing like seeing stuff you usually take for granted through the fresh eyes of kids. Most kids today only know pre-popped or microwave popcorn. For more flavor and the much-deserved anticipation, there is nothing like the stovetop method. For best results use a heavy-bottomed pot with a tight-fitting lid and a good handle.",0,462,928,35,12
